MES_REFERENCIA;DATA;PERIODO_COMERCIALIZACAO;CODIGO_CARGA;NOME_CARGA;DATA_MIGRACAO;CODIGO_PERFIL_AGENTE;SIGLA_PERFIL_AGENTE;CLASSE_PERFIL_AGENTE;NOME_EMPRESARIAL;CNPJ_CARGA;CIDADE_CARGA;ESTADO_CARGA;SUBMERCADO;CODIGO_PERFIL_AGENTE_DISTRIBUIDORA;SIGLA_PERFIL_AGENTE_DISTRIBUIDORA;CAPACIDADE_CARGA;CONSUMO_CARGA_ACL;CONSUMO_CARGA_AJUSTADO_ACL;CONSUMO_CARGA_AJUSTADO;CONSUMO_CARGA_PONTO_CONEXAO
202603;01/03/2026;0;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,52082;0;1,52082;1,47168
202603;01/03/2026;1;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,515067;0;1,515067;1,465056
202603;01/03/2026;2;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,517661;0;1,517661;1,464768
202603;01/03/2026;3;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,520928;0;1,520928;1,467648
202603;01/03/2026;4;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,520978;0;1,520978;1,466784
202603;01/03/2026;5;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,522594;0;1,522594;1,467936
202603;01/03/2026;6;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,514089;0;1,514089;1,464768
202603;01/03/2026;7;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,509206;0;1,509206;1,465344
202603;01/03/2026;8;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,509063;0;1,509063;1,466208
202603;01/03/2026;9;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,497873;0;1,497873;1,459296
202603;01/03/2026;10;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,466716;0;1,466716;1,44432
202603;01/03/2026;11;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,476859;0;1,476859;1,46016
202603;01/03/2026;12;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,473618;0;1,473618;1,45872
202603;01/03/2026;13;899351;PHB Industrial Textil Ltda;01/04/2025;44651;PHB TEXTIL CL 514;Consumidor Livre;PHB INDUSTRIA TEXTIL LIMITADA;12440143000101;BRUSQUE;SC;SUL;1936;CELESC DIST;1,7;1,480083;0;1,480083;1,454976
