codigo_ibge,distribuidora
5004304,ENERGISA MS
5004502,ENERGISA MS
4309407,RGE SUL
4123857,COPEL DISTRIB
4304663,CEEE DISTRIB
4108502,COPEL DISTRIB
3519501,ENERGISA SS
2928802,COELBA
5219308,CELG
3159605,CEMIG DISTRIB
2931707,COELBA
3550704,BANDEIRANTE
4201273,CELESC DIST
3147204,CEMIG DISTRIB
2401107,COSERN
2513927,ENERGISA PB
3542701,CPFL PAULISTA
4300109,RGE SUL
3109709,CEMIG DISTRIB
3111804,CEMIG DISTRIB
3517703,CPFL PAULISTA
3162005,CEMIG DISTRIB
5100201,ENERGISA MT
5102702,ENERGISA MT
5005400,ENERGISA MS
4315800,RGE SUL
3550407,CPFL PAULISTA
1507607,CELPA
4107538,COPEL DISTRIB
3148905,CEMIG DISTRIB
3524105,CPFL PAULISTA
2914604,COELBA
4317301,CEEE DISTRIB
4201257,CELESC DIST
2610905,CELPE
3550506,CPFL JAGUARI
3509403,CPFL PAULISTA
3552700,CPFL PAULISTA
3203346,ESCELSA
3123403,CEMIG DISTRIB
4205704,CELESC DIST
1508001,CELPA
3540754,BANDEIRANTE
2511202,ENERGISA PB
4206009,CELESC DIST
3155504,CEMIG DISTRIB
1721208,ENERGISA TO
3144003,CEMIG DISTRIB
2932507,COELBA
4317103,RGE SUL
5208806,CELG
1507003,CELPA
2610400,CELPE
4314159,CERTAJA
4308904,RGE SUL
4207106,CELESC DIST
4318804,CEEE DISTRIB
5215603,CELG
5209101,CELG
4212403,CELESC DIST
3109303,CEMIG DISTRIB
3103405,CEMIG DISTRIB
2311306,COELCE
3539509,CPFL PAULISTA
3524907,CEDRAP
3551108,CPFL JAGUARI
2103752,CEMAR
3153608,CEMIG DISTRIB
1502939,CELPA
3539905,CPFL PAULISTA
4319604,RGE SUL
4323309,RGE SUL
2612505,CELPE
4311205,RGE SUL
4126801,COPEL DISTRIB
2414605,COSERN
5217203,CELG
3300233,AMPLA
2601904,CELPE
5204854,CELG
4105706,COPEL DISTRIB
2404309,COSERN
4103107,COPEL DISTRIB
4124053,COPEL DISTRIB
4304630,CEEE DISTRIB
3500501,CPFL PAULISTA
4215406,CELESC DIST
4101002,COPEL DISTRIB
4304671,CEEE DISTRIB
3550100,CPFL PAULISTA
1716505,ENERGISA TO
4200200,CELESC DIST
4107405,COPEL DISTRIB
2930105,COELBA
1500503,CELPA
1501451,CELPA
3538600,ELEKTRO
2602209,CELPE
4120507,COPEL DISTRIB
4309001,RGE SUL
2101202,CEMAR
4127403,COPEL DISTRIB
5104807,ENERGISA MT
1500107,CELPA
4322202,RGE SUL
4312476,RGE SUL
2310258,COELCE
3138807,CEMIG DISTRIB
3102308,CEMIG DISTRIB
2600906,CELPE
1714880,ENERGISA TO
4301958,RGE SUL
4204103,CELESC DIST
2910503,COELBA
4313037,RGE SUL
4119707,COPEL DISTRIB
2105401,CEMAR
3521150,CPFL PAULISTA
2612208,CELPE
2904902,COELBA
3544905,CPFL PAULISTA
3133600,ENERGISA SS
5216403,CELG
2109908,CEMAR
4313656,CEEE DISTRIB
4321501,CEEE DISTRIB
4212239,CELESC DIST
3303708,LIGHT
4122008,COPEL DISTRIB
3133105,CEMIG DISTRIB
3304300,AMPLA
3132206,CEMIG DISTRIB
4307500,RGE SUL
4101903,COPEL DISTRIB
4304200,RGE SUL
3154408,CEMIG DISTRIB
2614501,CELPE
3514403,ELEKTRO
4315503,NOVA PALMA
3532405,ELEKTRO
3202207,ESCELSA
4123402,COPEL DISTRIB
4308706,RGE SUL
4121802,CPFL JAGUARI
3103801,CEMIG DISTRIB
2605707,CELPE
4317400,RGE SUL
2403608,COSERN
3531100,ELEKTRO
3553807,CERIPA ACL
3150604,CEMIG DISTRIB
3143807,ENERGISA SS
4303608,RGE SUL
5002209,ENERGISA MS
3145604,CEMIG DISTRIB
4210308,CELESC DIST
3204658,ELFSM
4211058,CELESC DIST
3531902,CPFL PAULISTA
3139706,CEMIG DISTRIB
4213302,CELESC DIST
4300471,ELETROCAR
4314506,CEEE DISTRIB
5215306,CELG
5008008,ENERGISA MS
4323408,RGE SUL
3530904,CPFL PAULISTA
3204401,ESCELSA
3533007,CPFL PAULISTA
2409902,COSERN
4103222,COPEL DISTRIB
3104601,ENERGISA MR
4116901,COPEL DISTRIB
3506904,CPFL PAULISTA
4318481,RGE SUL
3540200,CPFL PAULISTA
2501807,ENERGISA PB
4114104,COPEL DISTRIB
4216255,CELESC DIST
3203403,ESCELSA
2913705,COELBA
5218300,CELG
3508603,BANDEIRANTE
3302106,AMPLA
3305752,AMPLA
4128609,COPEL DISTRIB
3147303,CEMIG DISTRIB
3171303,CEMIG DISTRIB
3530102,ELEKTRO
3301306,AMPLA
1200104,ENERGISA AC
5208301,CELG
3305505,AMPLA
3114204,CEMIG DISTRIB
2908606,COELBA
5213756,CELG
2800605,ENERGISA SE
2922003,COELBA
3303609,LIGHT
2412203,COSERN
2408201,COSERN
2601201,CELPE
3536109,CPFL PAULISTA
4217600,JOAOCESA
3109907,CEMIG DISTRIB
2300150,COELCE
2610608,CELPE
4119608,COPEL DISTRIB
2610004,CELPE
3526209,ELETROPAULO
3553401,CPFL PAULISTA
2906873,COELBA
4103800,COPEL DISTRIB
3500550,CPFL JAGUARI
2803104,ENERGISA SE
4302253,RGE SUL
4323804,CEEE DISTRIB
4203956,CELESC DIST
4316709,COPREL COOPERATIVA
5218508,CELG
1506203,CELPA
1101104,ENERGISA RO
4317905,COOPERLUZ DIST
1506351,CELPA
4309555,RGE SUL
2608909,CELPE
3122355,CEMIG DISTRIB
2928505,COELBA
3163706,CEMIG DISTRIB
2923407,COELBA
2915353,COELBA
4109906,COPEL DISTRIB
3542404,ENERGISA SS
4116208,COPEL DISTRIB
1600105,CEA
4210035,CELESC DIST
5218607,CHESP DIST
2305506,COELCE
2507200,ENERGISA PB
4109609,COPEL DISTRIB
2405306,COSERN
4101705,COPEL DISTRIB
4305306,ELETROCAR
4312955,RGE SUL
4102109,COPEL DISTRIB
3537800,ELEKTRO
3511706,CPFL PAULISTA
3113701,CEMIG DISTRIB
2406106,COSERN
1507953,CELPA
3203130,ESCELSA
1500602,CELPA
2611804,CELPE
4301909,CEEE DISTRIB
1200450,ENERGISA AC
2930501,COELBA
2610806,CELPE
3103207,CEMIG DISTRIB
2804300,ENERGISA SE
2402006,COSERN
3201902,ESCELSA
3528601,CPFL JAGUARI
3532827,ELEKTRO
3519303,CPFL PAULISTA
2925253,COELBA
3128006,CEMIG DISTRIB
1507300,CELPA
4127502,COPEL DISTRIB
3534609,ENERGISA SS
3551603,CPFL PAULISTA
4321105,CEEE DISTRIB
2606408,CELPE
3105400,CEMIG DISTRIB
4309506,RGE SUL
4126207,COPEL DISTRIB
3512001,CPFL PAULISTA
3143104,CEMIG DISTRIB
2800100,ENERGISA SE
5208400,CELG
3203502,ESCELSA
4302709,CEEE DISTRIB
4314001,RGE SUL
1501709,CELPA
4212056,CELESC DIST
4125555,COPEL DISTRIB
2907806,COELBA
4215109,CELESC DIST
4120853,COPEL DISTRIB
2703601,CEAL
1703842,ENERGISA TO
3556107,ELEKTRO
3539103,ELETROPAULO
2907301,COELBA
2908408,COELBA
2313609,COELCE
5204003,CELG
2302800,COELCE
2705507,CEAL
4316402,RGE SUL
4203501,CELESC DIST
4201703,CELESC DIST
5001102,ENERGISA MS
5204409,CELG
1506187,CELPA
3550902,CPFL PAULISTA
4216354,CELESC DIST
3520004,CPFL PAULISTA
4209508,CELESC DIST
4206702,CELESC DIST
4320305,COPREL COOPERATIVA
4306700,NOVA PALMA
4124905,COPEL DISTRIB
2200400,CEPISA
4322301,RGE SUL
2312601,COELCE
5213707,CELG
4322707,RGE SUL
4106001,COPEL DISTRIB
2408904,COSERN
2304350,COELCE
3303856,LIGHT
1503408,CELPA
2403806,COSERN
4124103,COPEL DISTRIB
2407807,COSERN
3155801,ENERGISA MR
2508901,ENERGISA PB
3534203,ELEKTRO
4123006,COPEL DISTRIB
2603603,CELPE
5105176,ENERGISA MT
2920205,COELBA
3118809,CEMIG DISTRIB
5002951,ENERGISA MS
3151503,CEMIG DISTRIB
5221601,CELG
4128500,COPEL DISTRIB
3154309,CEMIG DISTRIB
5208905,AXIA SUDESTE - UHE FURNAS
2704500,CEAL
1708205,ENERGISA TO
3507159,ELEKTRO
1706506,ENERGISA TO
5221551,CELG
5216452,TER
4100905,COPEL DISTRIB
4217709,CELESC DIST
5003256,ENERGISA MS
4202537,DCELT
2109106,CEMAR
5005608,ENERGISA MS
3159803,CEMIG DISTRIB
4320354,CEEE DISTRIB
4100509,COPEL DISTRIB
2912905,COELBA
4112702,COPEL DISTRIB
4118907,COPEL DISTRIB
2208403,CEPISA
3553955,ENERGISA SS
4303558,RGE SUL
4321006,RGE SUL
3512100,CPFL PAULISTA
3501152,CPFL PIRATINGA
3556909,CPFL PAULISTA
1301852,AMAZONAS ENERG
2602407,CELPE
2304103,COELCE
2104552,CEMAR
2927200,COELBA
3532504,CPFL PAULISTA
1714203,ENERGISA TO
1508100,CELPA
2310209,COELCE
3120805,CEMIG DISTRIB
4107256,COPEL DISTRIB
1700707,ENERGISA TO
2912400,COELBA
3135001,CEMIG DISTRIB
3164001,CEMIG DISTRIB
4108007,COPEL DISTRIB
3519204,ENERGISA SS
4209904,CELESC DIST
2101707,CEMAR
2615300,CELPE
2608701,CELPE
2313302,COELCE
3161809,CEMIG DISTRIB
4128625,COPEL DISTRIB
2312205,COELCE
3204203,ESCELSA
3115359,CEMIG DISTRIB
4310330,CEEE DISTRIB
5100607,TER
3506805,CPFL PAULISTA
4120606,COPEL DISTRIB
4103206,COPEL DISTRIB
2609105,CELPE
3525508,ELEKTRO
5102686,ENERGISA MT
3500105,ENERGISA SS
2902906,COELBA
4126678,COPEL DISTRIB
3521705,ELEKTRO
3303807,AMPLA
3551504,CPFL PAULISTA
4123956,COPEL DISTRIB
5004007,ENERGISA MS
4202453,CELESC DIST
4316006,RGE SUL
4319406,RGE SUL
4215307,CELESC DIST
3303005,AMPLA
2313500,COELCE
4110805,COPEL DISTRIB
4115309,COPEL DISTRIB
3200805,ESCELSA
4114401,COPEL DISTRIB
4105003,COPEL DISTRIB
2414407,COSERN
3164407,CEMIG DISTRIB
4317806,RGE SUL
5106240,ENERGISA MT
2911709,COELBA
2107506,CEMAR
4312104,RGE SUL
2616308,CELPE
3530201,ELEKTRO
2803005,SULGIPE
5204300,CTE T
3168903,CEMIG DISTRIB
4106571,COPEL DISTRIB
4300877,RGE SUL
5201504,ENERGISA MS
5108006,ENERGISA MT
3503703,CPFL PAULISTA
4210803,CERSUL
3528809,ENERGISA SS
3538808,CPFL JAGUARI
2927309,COELBA
4121703,COPEL DISTRIB
3529500,ENERGISA SS
4314605,CEEE DISTRIB
5104526,ENERGISA MT
3300951,LIGHT
2405801,COSERN
1600600,CEA
2707909,CEAL
4304689,RGE SUL
4210852,CELESC DIST
3510203,ELEKTRO
2401404,COSERN
2105153,CEMAR
3545159,CPFL PAULISTA
5200134,CELG
2916302,AXIA NORDESTE
1100254,ENERGISA RO
2605103,CELPE
2905909,COELBA
2802403,ENERGISA SE
4312609,RGE SUL
3552551,ELEKTRO
5209200,CELG
4304002,RGE SUL
2112001,CEMAR
4106209,COPEL DISTRIB
5004700,BTE T
2703205,CEAL
3302056,AMPLA
2915601,COELBA
3543600,CPFL PAULISTA
2613107,CELPE
3515608,CPFL PAULISTA
2211100,CEPISA
4114708,COPEL DISTRIB
2702405,CEAL
2800506,ENERGISA SE
2903102,COELBA
3305703,ENERGISA MR
4126272,COPEL DISTRIB
3512209,ELEKTRO
4316204,RGE SUL
3142601,CEMIG DISTRIB
4211652,CELESC DIST
3522000,CPFL PAULISTA
3300258,AMPLA
3555802,ELEKTRO
4314704,RGE SUL
3140506,CEMIG DISTRIB
3513850,ELEKTRO
3554300,ELEKTRO
3520905,CPFL JAGUARI
3519006,CPFL PAULISTA
2801108,ENERGISA SE
3541208,ELEKTRO
5200175,CELG
2904852,COELBA
3511003,ELEKTRO
4216057,CELESC DIST
2310803,COELCE
5220603,CELG
5219902,CELG
2608503,CELPE
2404408,COSERN
3103751,CEMIG DISTRIB
1503309,CELPA
2108603,CEMAR
2909802,COELBA
4319125,RGE SUL
4123303,COPEL DISTRIB
3204955,ELFSM
3537404,ELEKTRO
3151404,CEMIG DISTRIB
3546306,ELEKTRO
3303955,LIGHT
4103503,COPEL DISTRIB
2405603,COSERN
1505031,CELPA
2312700,COELCE
2910602,COELBA
2608800,CELPE
4205456,COOPERA
3302908,LIGHT
4104600,COPEL DISTRIB
3519402,CPFL PAULISTA
5108055,ENERGISA MT
5007703,ENERGISA MS
2501906,ENERGISA PB
3507308,CPFL PAULISTA
3124500,ENERGISA SS
2500403,ENERGISA PB
4308409,RGE SUL
3157708,CEMIG DISTRIB
3517802,ELEKTRO
4107736,COPEL DISTRIB
1302504,AMAZONAS ENERG
4202057,CELESC DIST
3104700,CEMIG DISTRIB
2411205,COSERN
4309803,COPREL COOPERATIVA
3100104,CEMIG DISTRIB
3501301,ENERGISA SS
4121000,COPEL DISTRIB
2515302,ENERGISA PB
3202801,ESCELSA
2933174,COELBA
4111506,COPEL DISTRIB
3543709,CPFL PAULISTA
2922508,COELBA
2414159,COSERN
3535804,CERIPA ACL
2908101,COELBA
4205100,CELESC DIST
3304409,LIGHT
3506706,CPFL PAULISTA
4309605,RGE SUL
3531407,CPFL PAULISTA
5205497,CELG
4311007,CEEE DISTRIB
4116059,COPEL DISTRIB
4115408,COPEL DISTRIB
4310439,RGE SUL
5104104,ENERGISA MT
2922904,COELBA
4306007,RGE SUL
3107109,CEMIG DISTRIB
1703008,ENERGISA TO
5108501,ENERGISA MT
3536208,ELEKTRO
5103858,ENERGISA MT
2700508,CEAL
4305702,HIDROPAN
2601409,CELPE
4128708,COPEL DISTRIB
3101508,ENERGISA MR
4319711,CERFOX DIST
3508801,CPFL PAULISTA
4312351,RGE SUL
4113007,COPEL DISTRIB
2806206,ENERGISA SE
3521309,CPFL PAULISTA
1705508,ENERGISA TO
2308005,COELCE
5211404,CELG
3533809,CPFL JAGUARI
4210407,CELESC DIST
3205069,ESCELSA
2102325,CEMAR
3529906,ELEKTRO
5003801,ENERGISA MS
2928109,COELBA
3304805,AMPLA
4127304,COPEL DISTRIB
2700904,CEAL
4126108,COPEL DISTRIB
5215231,CELG
3200409,ESCELSA
2103208,CEMAR
2202208,CEPISA
3514007,CPFL PAULISTA
5106216,ENERGISA MT
4119954,COPEL DISTRIB
2905206,COELBA
2313906,COELCE
5007554,ELEKTRO
3203320,ESCELSA
4300703,RGE SUL
2801207,ENERGISA SE
4119301,COPEL DISTRIB
5102793,ENERGISA MT
3512308,ELEKTRO
4323358,COPREL COOPERATIVA
4115903,COPEL DISTRIB
4118105,COPEL DISTRIB
4305959,RGE SUL
2109601,CEMAR
3202256,ELFSM
2508604,ENERGISA PB
4124608,COPEL DISTRIB
3534005,CPFL PAULISTA
4117206,COPEL DISTRIB
4312153,RGE SUL
1502707,CELPA
3158003,CEMIG DISTRIB
3537156,ENERGISA SS
2508802,ENERGISA PB
3123007,CEMIG DISTRIB
3508009,ELEKTRO
4311601,RGE SUL
1715705,ENERGISA TO
4212007,CELESC DIST
3302452,AMPLA
4216107,CELESC DIST
2410405,COSERN
2500809,ENERGISA PB
3152006,CEMIG DISTRIB
5217104,CELG
3502606,ELEKTRO
3545506,ELEKTRO
5212303,CELG
3135209,CEMIG DISTRIB
3143203,CPFL JAGUARI
3140803,CEMIG DISTRIB
3300225,AMPLA
4126355,COPEL DISTRIB
4102802,COPEL DISTRIB
5219753,CELG
5004106,ENERGISA MS
3100906,CEMIG DISTRIB
5006259,ENERGISA MS
4127882,COPEL DISTRIB
5107859,ENERGISA MT
5107305,ENERGISA MT
4301107,CEEE DISTRIB
2314003,COELCE
4319158,CERMISSOES
2506806,ENERGISA PB
3541505,ENERGISA SS
3169604,CEMIG DISTRIB
2410256,COSERN
4215752,CELESC DIST
4114005,COPEL DISTRIB
2928901,COELBA
4115705,COPEL DISTRIB
3137502,CEMIG DISTRIB
3301876,AMPLA
2104057,CEMAR
4105201,COPEL DISTRIB
2313807,COELCE
3133402,CEMIG DISTRIB
4107603,COPEL DISTRIB
1504703,CELPA
2901809,COELBA
5004908,ENERGISA MS
3136553,CEMIG DISTRIB
5105580,ENERGISA MT
4302303,RGE SUL
2614204,CELPE
4321402,RGE SUL
2910859,COELBA
4322541,RGE SUL
4300901,RGE SUL
4214151,CELESC DIST
5211800,CELG
1502756,CELPA
4313359,RGE SUL
3541901,ELEKTRO
2907202,COELBA
3138609,CEMIG DISTRIB
4315305,RGE SUL
2924801,COELBA
2108207,CEMAR
3548054,CPFL PAULISTA
4117008,COPEL DISTRIB
4316758,CERTEL DIST
4207809,CELESC DIST
5107800,ENERGISA MT
3500402,ELEKTRO
5219704,CELG
3500808,ENERGISA SS
3532900,CPFL PAULISTA
2902104,COELBA
4208609,CELESC DIST
3163508,CEMIG DISTRIB
3117801,CEMIG DISTRIB
2101608,CEMAR
4307450,RGE SUL
3537909,ELEKTRO
4212270,CELESC DIST
4207759,CELESC DIST
2605400,CELPE
3204559,ESCELSA
5222005,CELG
4116950,COPEL DISTRIB
3105103,CEMIG DISTRIB
3526001,ELEKTRO
2109452,CEMAR
4305454,CEEE DISTRIB
3201605,ESCELSA
2931400,COELBA
3524600,ELEKTRO
2510907,ENERGISA PB
2917607,COELBA
4306932,CERMISSOES
5107354,ENERGISA MT
2929602,COELBA
2414001,COSERN
5221197,CELG
4313953,CEEE DISTRIB
2512507,ENERGISA PB
2914901,COELBA
4206405,CELESC DIST
4110078,COPEL DISTRIB
5105150,ENERGISA MT
3510302,CPFL PIRATINGA
5200258,CELG
4200556,CELESC DIST
4204400,CELESC DIST
3520301,ELEKTRO
1100452,ENERGISA RO
3116407,CEMIG DISTRIB
4313334,CERILUZ DIST
2200806,CEPISA
3532058,CPFL PAULISTA
4323457,CELETRO
3553906,ELEKTRO
4300059,COPREL COOPERATIVA
2900405,COELBA
4318614,RGE SUL
3557303,ELEKTRO
4309258,RGE SUL
2409407,COSERN
3144607,CEMIG DISTRIB
3512506,CPFL PAULISTA
1508126,CELPA
2927705,COELBA
3140159,CEMIG DISTRIB
4314423,RGE SUL
3531506,CPFL PAULISTA
4307401,RGE SUL
2516300,ENERGISA PB
4302907,RGE SUL
4207650,CELESC DIST
2613008,CELPE
4308854,COPREL COOPERATIVA
2304954,COELCE
4312385,RGE SUL
4317707,CERMISSOES
1715002,ENERGISA TO
5204805,CELG
4318051,RGE SUL
4127858,COPEL DISTRIB
3200136,ESCELSA
4121901,COPEL DISTRIB
4321469,COPREL COOPERATIVA
1502905,CELPA
4314779,COPREL COOPERATIVA
3555356,CPFL PAULISTA
4314308,COPREL COOPERATIVA
4305207,CERMISSOES
4120408,COPEL DISTRIB
2310001,COELCE
2802304,ENERGISA SE
3527801,CPFL PAULISTA
3156205,ENERGISA MR
3539707,ENERGISA SS
4318507,CEEE DISTRIB
2706703,CEAL
4312708,RGE SUL
1709302,ENERGISA TO
4116109,COPEL DISTRIB
1718907,ENERGISA TO
3554409,CPFL PAULISTA
5001508,ENERGISA MS
2306553,COELCE
2301307,COELCE
3535408,ELEKTRO
4117305,COPEL DISTRIB
4202081,CELESC DIST
4108205,COPEL DISTRIB
4301636,CEEE DISTRIB
3201704,ESCELSA
2410306,COSERN
4313011,RGE SUL
2600104,CELPE
3146008,CEMIG DISTRIB
4310405,RGE SUL
3520806,ENERGISA SS
3507407,ENERGISA SS
2615607,CELPE
4107900,COPEL DISTRIB
2616183,CELPE
1503093,CELPA
2402600,COSERN
3122900,ENERGISA MR
2404853,COSERN
3112604,CEMIG DISTRIB
4305504,COPREL COOPERATIVA
2604601,CELPE
2700607,CEAL
3204351,ESCELSA
2918803,COELBA
1600808,CEA
1707652,ENERGISA TO
2931905,COELBA
2615409,CELPE
4304309,RGE SUL
3544509,ELEKTRO
3204054,ESCELSA
4126405,COPEL DISTRIB
2923605,COELBA
2303006,COELCE
3544301,BANDEIRANTE
4304507,CEEE DISTRIB
2916104,COELBA
5102694,ENERGISA MT
2516003,ENERGISA PB
4305603,COPREL COOPERATIVA
3554755,CPFL PAULISTA
3137809,CEMIG DISTRIB
2407708,COSERN
4321634,RGE SUL
2901007,COELBA
1707207,ENERGISA TO
2902401,COELBA
4212304,CERPALO ACL
3168002,CEMIG DISTRIB
4118303,COPEL DISTRIB
3520400,ELEKTRO
3529708,CPFL PAULISTA
3159209,CEMIG DISTRIB
3553856,ELEKTRO
5218391,CELG
4218251,CELESC DIST
2906907,COELBA
2611507,CELPE
3504909,ELEKTRO
1503804,CELPA
5103304,ENERGISA MT
5107180,ENERGISA MT
3163102,CEMIG DISTRIB
2612000,CELPE
5007802,ELEKTRO
4311155,RGE SUL
1713304,ENERGISA TO
4125001,COPEL DISTRIB
1507151,CELPA
3134103,CEMIG DISTRIB
2912103,COELBA
4109757,COPEL DISTRIB
5103601,ENERGISA MT
3546009,BANDEIRANTE
4313805,RGE SUL
5218904,CELG
2310852,COELCE
2709301,CEAL
3540259,ELEKTRO
4128401,COPEL DISTRIB
4313102,NOVA PALMA
3149903,CEMIG DISTRIB
5219100,CELG
1100106,ENERGISA RO
4311908,RGE SUL
5000856,ENERGISA MS
2112506,CEMAR
3131000,CEMIG DISTRIB
2805505,ENERGISA SE
2406700,COSERN
2706307,CEAL
4311429,RGE SUL
2200202,CEPISA
4305801,RGE SUL
4205357,CELESC DIST
4211108,CELESC DIST
2709152,CEAL
4303673,RGE SUL
3204708,ELFSM
5003454,ENERGISA MS
1100155,ENERGISA RO
2302503,COELCE
2103505,CEMAR
4310538,RGE SUL
5108600,ENERGISA MT
5209408,CELG
2101509,CEMAR
2114007,CEMAR
4126009,COPEL DISTRIB
3300506,AMPLA
3158805,CEMIG DISTRIB
2906808,COELBA
4218905,CELESC DIST
3552304,ELEKTRO
1100064,ENERGISA RO
2925808,COELBA
5203609,CELG
5003306,ENERGISA MS
2301208,COELCE
3201001,ESCELSA
4118451,COPEL DISTRIB
3509957,BANDEIRANTE
4317004,RGE SUL
5106802,ENERGISA MT
2603207,CELPE
2921302,COELBA
3537008,CPFL PAULISTA
4100707,COPEL DISTRIB
3143005,CEMIG DISTRIB
4315354,COPREL COOPERATIVA
5222054,CELG
2205508,CEPISA
2112803,CEMAR
3169703,CEMIG DISTRIB
4127601,COPEL DISTRIB
2915502,COELBA
2110500,CEMAR
5106190,ENERGISA MT
2801306,ENERGISA SE
3142809,CEMIG DISTRIB
2411056,COSERN
2409803,COSERN
4125456,COPEL DISTRIB
4209151,CELESC DIST
2923001,COELBA
2110005,CEMAR
3301207,ENERGISA MR
4101200,COPEL DISTRIB
3154903,ENERGISA MR
4322103,RGE SUL
2109809,CEMAR
2103703,CEMAR
4107504,COPEL DISTRIB
4209706,CELESC DIST
2413904,COSERN
2412500,COSERN
3156106,CEMIG DISTRIB
3517307,CPFL PAULISTA
4216008,CELESC DIST
4205605,CELESC DIST
3531209,CPFL PAULISTA
4315750,RGE SUL
5205471,ENERGISA MS
3159407,CEMIG DISTRIB
4304655,RGE SUL
2607604,CELPE
3146909,CEMIG DISTRIB
3112703,CEMIG DISTRIB
2704203,CEAL
3509908,ELEKTRO
4302006,RGE SUL
4100806,COPEL DISTRIB
2311603,COELCE
1508209,CELPA
4123204,COPEL DISTRIB
4107009,COPEL DISTRIB
3109808,CEMIG DISTRIB
2104800,CEMAR
3517901,CPFL PAULISTA
3170057,CEMIG DISTRIB
2922052,COELBA
2929701,COELBA
3162906,ENERGISA MR
4111100,COPEL DISTRIB
2506905,ENERGISA PB
2607802,CELPE
5207253,CELG
4103909,COPEL DISTRIB
3159357,CEMIG DISTRIB
2926608,COELBA
4109302,COPEL DISTRIB
3505609,CPFL PAULISTA
4318499,RGE SUL
4318432,NOVA PALMA
3149952,CEMIG DISTRIB
1500206,CELPA
2313005,COELCE
4316105,RGE SUL
4127007,COPEL DISTRIB
3165305,CEMIG DISTRIB
2105427,CEMAR
3508207,CPFL PAULISTA
5200100,CELG
1503705,CELPA
3161502,ENERGISA MR
4312427,COPREL COOPERATIVA
2906204,COELBA
5205000,CHESP DIST
2914653,COELBA
3154705,CEMIG DISTRIB
2602001,CELPE
4117255,COPEL DISTRIB
2103406,CEMAR
3115508,CEMIG DISTRIB
4109005,COPEL DISTRIB
5101902,ENERGISA MT
4314076,RGE SUL
4109203,COPEL DISTRIB
4311775,CEEE DISTRIB
2103604,CEMAR
3115805,CEMIG DISTRIB
2202000,CEPISA
3119708,CEMIG DISTRIB
5005202,ENERGISA MS
4104253,COPEL DISTRIB
3141405,CEMIG DISTRIB
5212204,CELG
4214607,CELESC DIST
2501104,ENERGISA PB
3120409,CEMIG DISTRIB
5207501,CELG
3514957,CPFL PAULISTA
2507002,ENERGISA PB
5107768,ENERGISA MT
3545407,ENERGISA SS
3543808,ENERGISA SS
2310704,COELCE
2201903,CEPISA
3553203,CPFL PAULISTA
2112605,CEMAR
1600402,CEA
5106455,ENERGISA MT
2608453,CELPE
2504900,ENERGISA PB
3113008,CEMIG DISTRIB
3531001,ELEKTRO
2916500,COELBA
2516102,ENERGISA PB
4113734,COPEL DISTRIB
3149705,CEMIG DISTRIB
3101102,CEMIG DISTRIB
1712504,ENERGISA TO
1505106,CELPA
4307815,CELETRO
1707009,ENERGISA TO
4121208,COPEL DISTRIB
1303403,AMAZONAS ENERG
4320701,RGE SUL
5005103,ENERGISA MS
2615508,CELPE
2111508,CEMAR
2925105,COELBA
5218102,CELG
2414456,COSERN
3534757,ELEKTRO
4205209,CELESC DIST
4316956,RGE SUL
4302154,CRELUZ COOP
3110301,CEMIG DISTRIB
3519907,ENERGISA SS
3121258,CEMIG DISTRIB
4300570,RGE SUL
3523503,CPFL PAULISTA
5107248,ENERGISA MT
3551900,CPFL PAULISTA
2300200,COELCE
2501302,ENERGISA PB
2901403,COELBA
3556602,CPFL PAULISTA
3121407,CEMIG DISTRIB
3154804,CEMIG DISTRIB
4323200,RGE SUL
3554904,ELEKTRO
4302204,RGE SUL
3126307,CEMIG DISTRIB
3540507,ELEKTRO
5220504,CELG
4123907,COPEL DISTRIB
1722081,ENERGISA TO
2400109,COSERN
4302501,CERMISSOES
4313490,RGE SUL
4117453,COPEL DISTRIB
3202504,ESCELSA
2405207,COSERN
1716604,ENERGISA TO
4305900,RGE SUL
3543253,ELEKTRO
4314035,RGE SUL
2906857,COELBA
2209203,CEPISA
1500131,CELPA
3114105,CEMIG DISTRIB
3520442,ELEKTRO
5005004,ENERGISA MS
2203305,CEPISA
4103370,COPEL DISTRIB
4213104,CELESC DIST
3502309,ELEKTRO
5000609,ENERGISA MS
2612604,CELPE
4306734,RGE SUL
5106299,ENERGISA MT
1700350,ENERGISA TO
2313104,COELCE
1503044,CELPA
3519808,CPFL PAULISTA
4204152,CELESC DIST
2408300,COSERN
4304622,RGE SUL
2509909,ENERGISA PB
3538204,ENERGISA SS
4100608,COPEL DISTRIB
2931509,COELBA
1504802,CELPA
4103305,COPEL DISTRIB
2307809,COELCE
4321857,RGE SUL
2100501,CEMAR
3504206,ELEKTRO
2109700,CEMAR
3541059,CPFL PAULISTA
4315321,RGE SUL
4301701,RGE SUL
2203701,CEPISA
1703909,ENERGISA TO
3141603,ENERGISA MR
2908309,COELBA
5106232,ENERGISA MT
2902005,COELBA
4306452,RGE SUL
3303104,AMPLA
2511103,ENERGISA PB
2913804,COELBA
2910909,COELBA
3545704,ELEKTRO
4119251,COPEL DISTRIB
2304251,COELCE
2932457,COELBA
4121752,COPEL DISTRIB
4214300,CELESC DIST
3300605,AMPLA
2402303,COSERN
3145000,CEMIG DISTRIB
2412302,COSERN
